,0,1,2,3,4,5,6
0,1.0,0.20696237683722082,1.0,1.0,1.0,1.0,1.0
1,0.20696237683722082,1.0,0.1738336461870359,0.01878044918395002,0.2594234568873543,0.34344442340435705,0.49473578176852745
2,1.0,0.1738336461870359,1.0,1.0,1.0,1.0,1.0
3,1.0,0.01878044918395002,1.0,1.0,1.0,1.0,1.0
4,1.0,0.2594234568873543,1.0,1.0,1.0,1.0,1.0
5,1.0,0.34344442340435705,1.0,1.0,1.0,1.0,1.0
6,1.0,0.49473578176852745,1.0,1.0,1.0,1.0,1.0
