,0,1,2,3,4,5,6
0,1.0,0.14114278260433308,1.0,1.0,1.0,1.0,1.0
1,0.14114278260433308,1.0,1.0,0.015388184602259256,0.7361294977219844,0.6876917588884973,0.5998609189897117
2,1.0,1.0,1.0,0.6433669077187685,1.0,1.0,1.0
3,1.0,0.015388184602259256,0.6433669077187685,1.0,1.0,1.0,1.0
4,1.0,0.7361294977219844,1.0,1.0,1.0,1.0,1.0
5,1.0,0.6876917588884973,1.0,1.0,1.0,1.0,1.0
6,1.0,0.5998609189897117,1.0,1.0,1.0,1.0,1.0
